link_id,from_node_id,to_node_id,dir_flag,length,vdf_length_mi,lanes,capacity,free_speed,vdf_free_speed_mph,vdf_toll,link_type,allowed_uses,vdf_alpha,vdf_beta,vdf_plf,ref_volume,ref_cost,vdf_fftt,geometry
8691,3540,3541,1,277000,172.119767,1,2400,1994.40008,1239.262372,0,1,,2,4,1,0,-1,8.333333,"LINESTRING (23.4494 15.722, 23.5774 15.6058)"
8692,3541,195,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (23.5774 15.6058, 23.5699 15.612)"
8693,3541,3542,1,99000,61.515729,1,2400,742.5,461.3679675,0,1,,2,4,1,0,-1,8,"LINESTRING (23.5774 15.6058, 23.6209 15.5623)"
8694,3542,195,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (23.6209 15.5623, 23.5699 15.612)"
8695,3542,3537,1,43000,26.718953,1,2400,1935.000484,1202.353186,0,1,,2,4,1,0,-1,1.333333,"LINESTRING (23.6209 15.5623, 23.5941 15.5604)"
8696,3542,3544,1,11000,6.835081,1,2400,1980.00198,1230.31581,0,1,,2,4,1,0,-1,0.333333,"LINESTRING (23.6209 15.5623, 23.624 15.5561)"
8697,3543,195,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (23.6308 15.5629, 23.5699 15.612)"
8698,3543,3538,1,238000,147.886298,1,2400,1862.608615,1157.370978,0,1,,2,4,1,0,-1,7.666667,"LINESTRING (23.6308 15.5629, 23.5227 15.6654)"
8699,3543,3542,1,15000,9.320565,1,2400,1349.999325,838.8504306,0,1,,2,4,1,0,-1,0.666667,"LINESTRING (23.6308 15.5629, 23.6209 15.5623)"
8700,3544,3548,1,14000,8.699194,1,2400,840,521.95164,0,1,,2,4,1,0,-1,1,"LINESTRING (23.624 15.5561, 23.6333 15.5561)"
8701,3544,11787,1,120000,74.56452,1,2400,1661.538589,1032.431895,0,1,,2,4,1,0,-1,4.333333,"LINESTRING (23.624 15.5561, 23.6277 15.4815)"
8702,3545,10216,1,16000,9.941936,1,2400,960,596.51616,0,1,,2,4,1,0,-1,1,"LINESTRING (23.711 15.5554, 23.7215 15.5554)"
8703,3545,11762,1,224000,139.187104,1,900,1680,1043.90328,0,1,,2,4,1,0,-1,8,"LINESTRING (23.711 15.5554, 23.6936 15.4181)"
8704,3546,3543,1,129000,80.156859,1,2400,682.9411966,424.3598542,0,1,,2,4,1,0,-1,11.333333,"LINESTRING (23.711 15.5641, 23.6308 15.5629)"
8705,3546,3545,1,14000,8.699194,1,900,1259.99937,782.9270685,0,1,,2,4,1,0,-1,0.666667,"LINESTRING (23.711 15.5641, 23.711 15.5554)"
8706,3547,204,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (23.7141 15.6412, 23.7377 15.7481)"
8707,3547,3546,1,123000,76.428633,1,900,962.6086538,598.1371018,0,1,,2,4,1,0,-1,7.666667,"LINESTRING (23.7141 15.6412, 23.711 15.5641)"
8708,3548,3543,1,11000,6.835081,1,2400,1980.00198,1230.31581,0,1,,2,4,1,0,-1,0.333333,"LINESTRING (23.6333 15.5561, 23.6308 15.5629)"
8709,3548,3545,1,124000,77.050004,1,2400,1240,770.50004,0,1,,2,4,1,0,-1,6,"LINESTRING (23.6333 15.5561, 23.711 15.5554)"
8710,3549,3548,1,99000,61.515729,1,2400,540,335.54034,0,1,,2,4,1,0,-1,11,"LINESTRING (23.6389 15.4946, 23.6333 15.5561)"
8711,3550,289,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (24.4889 14.3792, 24.4802 14.5202)"
8712,3550,292,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (24.4889 14.3792, 24.6374 14.2885)"
8713,3550,9954,1,287000,178.333477,1,2400,1174.090882,729.5460257,0,1,,2,4,1,0,-1,14.666667,"LINESTRING (24.4889 14.3792, 24.3777 14.2394)"
8714,3550,9960,1,585000,363.502035,1,6000,3900,2423.3469,0,1,,2,4,1,0,-1,9,"LINESTRING (24.4889 14.3792, 24.2752 14.0834)"
8715,3551,289,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (24.4765 14.3494, 24.4802 14.5202)"
8716,3551,9835,1,519000,322.491549,1,6000,3892.5,2418.686618,0,1,,2,4,1,0,-1,8,"LINESTRING (24.4765 14.3494, 24.689 14.5886)"
8717,3552,9875,1,241000,149.750411,1,2400,1807.5,1123.128083,0,1,,2,4,1,0,-1,8,"LINESTRING (24.4336 14.7477, 24.5243 14.867)"
8718,3553,289,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (24.3646 14.6545, 24.4802 14.5202)"
8719,3553,3554,1,56000,34.796776,1,2400,2015.999597,1252.683685,0,1,,2,4,1,0,-1,1.666667,"LINESTRING (24.3646 14.6545, 24.3852 14.6824)"
8720,3554,3552,1,130000,80.77823,1,2400,2340.000234,1454.008285,0,1,,2,4,1,0,-1,3.333333,"LINESTRING (24.3852 14.6824, 24.4336 14.7477)"
8721,3555,9154,1,128000,79.535488,1,2400,2304.00023,1431.638927,0,1,,2,4,1,0,-1,3.333333,"LINESTRING (24.4243 14.7545, 24.3758 14.6911)"
8722,3556,3557,1,300000,186.4113,1,2400,1317.073139,818.3910532,0,1,,2,4,1,0,-1,13.666667,"LINESTRING (23.7489 14.7265, 23.6414 14.5731)"
8723,3557,214,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (23.6414 14.5731, 23.3854 14.7259)"
8724,3557,12245,1,20000,12.42742,1,2400,514.2857878,319.5622742,0,1,,2,4,1,0,-1,2.333333,"LINESTRING (23.6414 14.5731, 23.6339 14.5631)"
8725,3558,9183,1,108000,67.108068,1,2400,1944.000194,1207.945345,0,1,,2,4,1,0,-1,3.333333,"LINESTRING (23.7582 14.7216, 23.7967 14.7762)"
8726,3559,455,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (30.8717 10.6466, 30.8723 10.0364)"
8727,3559,8870,1,93000,57.787503,1,900,1860,1155.75006,0,1,,2,4,1,0,-1,3,"LINESTRING (30.8717 10.6466, 30.8133 10.6391)"
8728,3559,9061,1,223000,138.565733,1,900,1911.428571,1187.706283,0,1,,2,4,1,0,-1,7,"LINESTRING (30.8717 10.6466, 31.0015 10.6889)"
8729,3560,375,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (26.2996 11.6607, 26.1666 11.7638)"
8730,3560,9939,1,410000,254.76211,1,600,2380.645238,1479.263912,0,1,,2,4,1,0,-1,10.333333,"LINESTRING (26.2996 11.6607, 26.0455 11.6831)"
8731,3561,375,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (25.9951 11.5122, 26.1666 11.7638)"
8732,3561,3562,1,105000,65.243955,1,2800,1453.846266,903.377908,0,1,,2,4,1,0,-1,4.333333,"LINESTRING (25.9951 11.5122, 25.9833 11.4475)"
8733,3561,8637,1,278000,172.741138,1,900,1563.749951,971.6688709,0,1,,2,4,1,0,-1,10.666667,"LINESTRING (25.9951 11.5122, 26.025 11.4239)"
8734,3562,375,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (25.9833 11.4475, 26.1666 11.7638)"
8735,3562,8632,1,62000,38.525002,1,2800,2790.000698,1733.625523,0,1,,2,4,1,0,-1,1.333333,"LINESTRING (25.9833 11.4475, 25.9721 11.4103)"
8736,3562,8633,1,17000,10.563307,1,900,3060.00306,1901.397161,0,1,,2,4,1,0,-1,0.333333,"LINESTRING (25.9833 11.4475, 25.9933 11.4438)"
8737,3563,9514,1,141000,87.613311,1,6000,2538.000254,1577.039756,0,1,,2,4,1,0,-1,3.333333,"LINESTRING (18.4697 10.8784, 18.4541 10.9759)"
8738,3564,3563,1,242000,150.371782,1,2800,1980.00009,1230.314636,0,1,,2,4,1,0,-1,7.333333,"LINESTRING (18.4945 10.9275, 18.4697 10.8784)"
8739,3564,3565,1,236000,146.643556,1,2800,3034.285498,1885.417014,0,1,,2,4,1,0,-1,4.666667,"LINESTRING (18.4945 10.9275, 18.6163 11.0095)"
8740,3565,258,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (18.6163 11.0095, 18.653 10.9995)"
8741,3565,259,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (18.6163 11.0095, 18.653 10.9995)"
8742,3565,8917,1,72000,44.738712,1,2800,3240.00081,2013.242543,0,1,,2,4,1,0,-1,1.333333,"LINESTRING (18.6163 11.0095, 18.648 11.0412)"
8743,3566,3563,1,280000,173.98388,1,6000,3876.923375,2409.007755,0,1,,2,4,1,0,-1,4.333333,"LINESTRING (18.4939 10.7056, 18.4697 10.8784)"
8744,3566,3565,1,527000,327.462517,1,2800,2874.545455,1786.159184,0,1,,2,4,1,0,-1,11,"LINESTRING (18.4939 10.7056, 18.6163 11.0095)"
8745,3567,8446,1,229000,142.293959,1,900,1962.857143,1219.662506,0,1,,2,4,1,0,-1,7,"LINESTRING (28.8963 12.8606, 29.0336 12.8369)"
8746,3568,8400,1,251000,155.964121,1,900,1882.5,1169.730908,0,1,,2,4,1,0,-1,8,"LINESTRING (29.0883 15.154, 29.1834 15.2783)"
8747,3569,401,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (29.1399 15.2211, 28.979 15.3112)"
8748,3569,8377,1,226000,140.429846,1,900,2392.941036,1486.904164,0,1,,2,4,1,0,-1,5.666667,"LINESTRING (29.1399 15.2211, 29.0523 15.1112)"
8749,3570,3571,1,17000,10.563307,1,2800,3060.00306,1901.397161,0,1,,2,4,1,0,-1,0.333333,"LINESTRING (27.003 11.0058, 27.0123 11.0002)"
8750,3571,3570,1,17000,10.563307,1,2800,3060.00306,1901.397161,0,1,,2,4,1,0,-1,0.333333,"LINESTRING (27.0123 11.0002, 27.003 11.0058)"
8751,3571,3575,1,391000,242.956061,1,2800,2132.727273,1325.214878,0,1,,2,4,1,0,-1,11,"LINESTRING (27.0123 11.0002, 26.9284 11.2288)"
8752,3572,8210,1,32000,19.883872,1,2800,2879.99856,1789.547585,0,1,,2,4,1,0,-1,0.666667,"LINESTRING (26.9166 11.2636, 26.9092 11.2829)"
8753,3572,8212,1,26000,16.155646,1,900,520,323.11292,0,1,,2,4,1,0,-1,3,"LINESTRING (26.9166 11.2636, 26.9048 11.2524)"
8754,3573,3572,1,15000,9.320565,1,2800,2700.0027,1677.703378,0,1,,2,4,1,0,-1,0.333333,"LINESTRING (26.9197 11.2549, 26.9166 11.2636)"
8755,3573,8650,1,1084000,673.566164,1,900,2242.758621,1393.585167,0,1,,2,4,1,0,-1,29,"LINESTRING (26.9197 11.2549, 27.4522 11.4755)"
8756,3574,3573,1,24000,14.912904,1,900,617.1429453,383.4747291,0,1,,2,4,1,0,-1,2.333333,"LINESTRING (26.9079 11.245, 26.9197 11.2549)"
8757,3574,3576,1,38000,23.612098,1,2800,2280,1416.72588,0,1,,2,4,1,0,-1,1,"LINESTRING (26.9079 11.245, 26.916 11.2226)"
8758,3575,3573,1,44000,27.340324,1,2800,2640,1640.41944,0,1,,2,4,1,0,-1,1,"LINESTRING (26.9284 11.2288, 26.9197 11.2549)"
8759,3575,3576,1,22000,13.670162,1,2800,3960.00396,2460.631621,0,1,,2,4,1,0,-1,0.333333,"LINESTRING (26.9284 11.2288, 26.916 11.2226)"
8760,3576,3575,1,22000,13.670162,1,2800,3960.00396,2460.631621,0,1,,2,4,1,0,-1,0.333333,"LINESTRING (26.916 11.2226, 26.9284 11.2288)"
8761,3576,3577,1,396000,246.062916,1,2800,2299.354913,1428.752462,0,1,,2,4,1,0,-1,10.333333,"LINESTRING (26.916 11.2226, 27.0005 10.9908)"
8762,3577,7515,1,22000,13.670162,1,600,1979.99901,1230.313965,0,1,,2,4,1,0,-1,0.666667,"LINESTRING (27.0005 10.9908, 27.0142 10.9958)"
8763,3577,7517,1,11000,6.835081,1,2800,1980.00198,1230.31581,0,1,,2,4,1,0,-1,0.333333,"LINESTRING (27.0005 10.9908, 27.003 10.9846)"
8764,3578,8204,1,272000,169.012912,1,900,2128.69556,1322.709689,0,1,,2,4,1,0,-1,7.666667,"LINESTRING (26.7283 11.0685, 26.8464 11.1897)"
8765,3579,9991,1,9000,5.592339,1,2800,323.9999352,201.3241637,0,1,,2,4,1,0,-1,1.666667,"LINESTRING (26.4015 14.4749, 26.3965 14.4774)"
8766,3579,9999,1,11000,6.835081,1,2800,495.0001238,307.5787219,0,1,,2,4,1,0,-1,1.333333,"LINESTRING (26.4015 14.4749, 26.3965 14.4699)"
8767,3580,3582,1,51000,31.689921,1,2800,3060,1901.39526,0,1,,2,4,1,0,-1,1,"LINESTRING (26.4059 14.5793, 26.4052 14.6122)"
8768,3581,348,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (26.4177 15.0385, 26.2499 14.8837)"
8769,3581,358,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (26.4177 15.0385, 27.0664 14.8583)"
8770,3581,9921,1,22000,13.670162,1,600,1979.99901,1230.313965,0,1,,2,4,1,0,-1,0.666667,"LINESTRING (26.4177 15.0385, 26.404 15.0385)"
8771,3582,3583,1,169000,105.011699,1,2800,2535,1575.175485,0,1,,2,4,1,0,-1,4,"LINESTRING (26.4052 14.6122, 26.4052 14.7172)"
8772,3583,358,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (26.4052 14.7172, 27.0664 14.8583)"
8773,3583,9926,1,146000,90.720166,1,2800,2628.000263,1632.963151,0,1,,2,4,1,0,-1,3.333333,"LINESTRING (26.4052 14.7172, 26.4046 14.8079)"
8774,3584,3579,1,8000,4.970968,1,2800,1440.00144,894.7751348,0,1,,2,4,1,0,-1,0.333333,"LINESTRING (26.4071 14.4761, 26.4015 14.4749)"
8775,3584,3580,1,166000,103.147586,1,2800,2298.461715,1428.197454,0,1,,2,4,1,0,-1,4.333333,"LINESTRING (26.4071 14.4761, 26.4059 14.5793)"
8776,3585,3579,1,12000,7.456452,1,2800,2160.00216,1342.162702,0,1,,2,4,1,0,-1,0.333333,"LINESTRING (26.4071 14.4687, 26.4015 14.4749)"
8777,3585,3584,1,11000,6.835081,1,2800,1980.00198,1230.31581,0,1,,2,4,1,0,-1,0.333333,"LINESTRING (26.4071 14.4687, 26.4071 14.4761)"
8778,3586,64,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (28.4228 16.9051, 28.2631 16.9206)"
8779,3586,611,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (28.4228 16.9051, 28.5968 17.043)"
8780,3586,9044,1,219000,136.080249,1,900,2190,1360.80249,0,1,,2,4,1,0,-1,6,"LINESTRING (28.4228 16.9051, 28.3097 16.9815)"
8781,3587,611,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (28.4359 16.8964, 28.5968 17.043)"
8782,3587,3586,1,25000,15.534275,1,900,2249.998875,1398.084051,0,1,,2,4,1,0,-1,0.666667,"LINESTRING (28.4359 16.8964, 28.4228 16.9051)"
8783,3587,9971,1,587000,364.744777,1,900,1112.210515,691.0953597,0,1,,2,4,1,0,-1,31.666667,"LINESTRING (28.4359 16.8964, 28.7285 16.6783)"
8784,3588,611,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (28.544 16.8274, 28.5968 17.043)"
8785,3588,3587,1,206000,128.002426,1,900,1951.57905,1212.654626,0,1,,2,4,1,0,-1,6.333333,"LINESTRING (28.544 16.8274, 28.4359 16.8964)"
8786,3589,3591,1,88000,54.680648,1,2400,990.0000619,615.1573284,0,1,,2,4,1,0,-1,5.333333,"LINESTRING (28.7528 15.2665, 28.7963 15.2323)"
8787,3590,3592,1,228000,141.672588,1,2400,1641.600066,1020.042674,0,1,,2,4,1,0,-1,8.333333,"LINESTRING (28.805 15.2423, 28.6919 15.3299)"
8788,3591,8063,1,104000,64.622584,1,2400,1560,969.33876,0,1,,2,4,1,0,-1,4,"LINESTRING (28.7963 15.2323, 28.8466 15.1913)"
8789,3592,3593,1,23000,14.291533,1,900,1035.000259,643.1191458,0,1,,2,4,1,0,-1,1.333333,"LINESTRING (28.6919 15.3299, 28.6826 15.3193)"
8790,3592,8397,1,194000,120.545974,1,2400,1940,1205.45974,0,1,,2,4,1,0,-1,6,"LINESTRING (28.6919 15.3299, 28.5962 15.4045)"
8791,3592,9355,1,168000,104.390328,1,900,1374.545517,854.1027225,0,1,,2,4,1,0,-1,7.333333,"LINESTRING (28.6919 15.3299, 28.7553 15.4138)"
8792,3593,3589,1,141000,87.613311,1,2400,1952.307842,1213.107476,0,1,,2,4,1,0,-1,4.333333,"LINESTRING (28.6826 15.3193, 28.7528 15.2665)"
8793,3593,3592,1,23000,14.291533,1,900,2069.998965,1286.237327,0,1,,2,4,1,0,-1,0.666667,"LINESTRING (28.6826 15.3193, 28.6919 15.3299)"
8794,3593,8398,1,330000,205.05243,1,600,900,559.2339,0,1,,2,4,1,0,-1,22,"LINESTRING (28.6826 15.3193, 28.4856 15.2609)"
8795,3594,3593,1,176000,109.361296,1,2400,1440.000065,894.7742807,0,1,,2,4,1,0,-1,7.333333,"LINESTRING (28.5968 15.3877, 28.6826 15.3193)"
8796,3595,346,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (25.5614 11.5327, 25.5925 11.5973)"
8797,3596,345,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (25.4185 11.5992, 25.3147 11.4823)"
8798,3596,346,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (25.4185 11.5992, 25.5925 11.5973)"
8799,3596,3595,1,254000,157.828234,1,900,2406.315916,1495.214927,0,1,,2,4,1,0,-1,6.333333,"LINESTRING (25.4185 11.5992, 25.5614 11.5327)"
8800,3596,9938,1,170000,105.63307,1,900,2353.846335,1462.611851,0,1,,2,4,1,0,-1,4.333333,"LINESTRING (25.4185 11.5992, 25.3253 11.647)"
8801,3597,1045,1,74000,45.981454,1,900,2663.999467,1655.332013,0,1,,2,4,1,0,-1,1.666667,"LINESTRING (25.3029 13.4453, 25.3185 13.4018)"
8802,3598,3599,1,21000,13.048791,1,2400,1889.999055,1174.390603,0,1,,2,4,1,0,-1,0.666667,"LINESTRING (25.434 12.8761, 25.444 12.8848)"
8803,3598,3601,1,23000,14.291533,1,2400,2069.998965,1286.237327,0,1,,2,4,1,0,-1,0.666667,"LINESTRING (25.434 12.8761, 25.4477 12.8711)"
8804,3598,7978,1,98000,60.894358,1,2400,1603.636218,996.4530403,0,1,,2,4,1,0,-1,3.666667,"LINESTRING (25.434 12.8761, 25.3812 12.8438)"
8805,3599,357,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (25.444 12.8848, 25.6397 13.1172)"
8806,3599,3598,1,21000,13.048791,1,2400,1260,782.92746,0,1,,2,4,1,0,-1,1,"LINESTRING (25.444 12.8848, 25.434 12.8761)"
8807,3599,7996,1,247000,153.478637,1,2400,966.5217601,600.5685926,0,1,,2,4,1,0,-1,15.333333,"LINESTRING (25.444 12.8848, 25.636 13.0476)"
8808,3600,357,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (25.5608 12.9848, 25.6397 13.1172)"
8809,3600,3599,1,247000,153.478637,1,2400,1587.8572,986.648416,0,1,,2,4,1,0,-1,9.333333,"LINESTRING (25.5608 12.9848, 25.444 12.8848)"
8810,3601,1047,1,297000,184.547187,1,2400,2430.00011,1509.931599,0,1,,2,4,1,0,-1,7.333333,"LINESTRING (25.4477 12.8711, 25.6192 12.7997)"
8811,3601,3599,1,22000,13.670162,1,2800,3960.00396,2460.631621,0,1,,2,4,1,0,-1,0.333333,"LINESTRING (25.4477 12.8711, 25.444 12.8848)"
8812,3602,275,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (24.5498 15.7375, 24.4951 15.8282)"
8813,3602,7824,1,236000,146.643556,1,2400,1633.846091,1015.224579,0,1,,2,4,1,0,-1,8.666667,"LINESTRING (24.5498 15.7375, 24.4038 15.712)"
8814,3603,275,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (24.4771 15.7176, 24.4951 15.8282)"
8815,3603,9392,1,296000,183.925816,1,2400,1366.153846,848.8883815,0,1,,2,4,1,0,-1,13,"LINESTRING (24.4771 15.7176, 24.6598 15.7443)"
8816,3604,271,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (24.6424 15.5169, 24.5647 15.6132)"
8817,3604,3605,1,26000,16.155646,1,900,1560,969.33876,0,1,,2,4,1,0,-1,1,"LINESTRING (24.6424 15.5169, 24.6256 15.5157)"
8818,3604,7541,1,11000,6.835081,1,900,1980.00198,1230.31581,0,1,,2,4,1,0,-1,0.333333,"LINESTRING (24.6424 15.5169, 24.6424 15.5095)"
8819,3605,270,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (24.6256 15.5157, 24.5424 15.3498)"
8820,3605,271,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (24.6256 15.5157, 24.5647 15.6132)"
8821,3605,7542,1,96000,59.651616,1,900,1570.908948,976.117264,0,1,,2,4,1,0,-1,3.666667,"LINESTRING (24.6256 15.5157, 24.5666 15.5119)"
8822,3606,308,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (24.4168 13.119, 24.4454 13.0985)"
8823,3606,3607,1,12000,7.456452,1,900,1079.99946,671.0803445,0,1,,2,4,1,0,-1,0.666667,"LINESTRING (24.4168 13.119, 24.4187 13.1271)"
8824,3606,3610,1,224000,139.187104,1,2400,1680,1043.90328,0,1,,2,4,1,0,-1,8,"LINESTRING (24.4168 13.119, 24.5554 13.0967)"
8825,3607,308,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (24.4187 13.1271, 24.4454 13.0985)"
8826,3607,3613,1,12000,7.456452,1,2400,1079.99946,671.0803445,0,1,,2,4,1,0,-1,0.666667,"LINESTRING (24.4187 13.1271, 24.4112 13.1271)"
8827,3607,3617,1,56000,34.796776,1,900,1680,1043.90328,0,1,,2,4,1,0,-1,2,"LINESTRING (24.4187 13.1271, 24.4206 13.1619)"
8828,3608,308,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (24.4746 13.1128, 24.4454 13.0985)"
8829,3608,3607,1,92000,57.166132,1,2400,1035.000065,643.1190252,0,1,,2,4,1,0,-1,5.333333,"LINESTRING (24.4746 13.1128, 24.4187 13.1271)"
8830,3609,7878,1,124000,77.050004,1,900,2480,1541.00008,0,1,,2,4,1,0,-1,3,"LINESTRING (24.4361 13.2564, 24.446 13.3334)"
8831,3610,8605,1,377000,234.256867,1,2400,1280.377334,795.5893446,0,1,,2,4,1,0,-1,17.666667,"LINESTRING (24.5554 13.0967, 24.7866 13.0557)"
8832,3611,308,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (24.4088 13.1203, 24.4454 13.0985)"
8833,3611,3606,1,13000,8.077823,1,2400,585.0001463,363.5021259,0,1,,2,4,1,0,-1,1.333333,"LINESTRING (24.4088 13.1203, 24.4168 13.119)"
8834,3611,3615,1,35000,21.747985,1,600,2100,1304.8791,0,1,,2,4,1,0,-1,1,"LINESTRING (24.4088 13.1203, 24.4026 13.0992)"
8835,3612,308,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (24.3907 13.1197, 24.4454 13.0985)"
8836,3612,3611,1,29000,18.019759,1,2400,1305.000326,810.8893577,0,1,,2,4,1,0,-1,1.333333,"LINESTRING (24.3907 13.1197, 24.4088 13.1203)"
8837,3612,3615,1,38000,23.612098,1,600,1710.000428,1062.544676,0,1,,2,4,1,0,-1,1.333333,"LINESTRING (24.3907 13.1197, 24.4026 13.0992)"
8838,3613,3611,1,11000,6.835081,1,900,1980.00198,1230.31581,0,1,,2,4,1,0,-1,0.333333,"LINESTRING (24.4112 13.1271, 24.4088 13.1203)"
8839,3613,7958,1,451000,280.238321,1,2400,1449.642831,900.7660157,0,1,,2,4,1,0,-1,18.666667,"LINESTRING (24.4112 13.1271, 24.1602 13.2421)"
8840,3614,7818,1,114000,70.836294,1,600,1865.454376,1159.139251,0,1,,2,4,1,0,-1,3.666667,"LINESTRING (24.3994 13.0917, 24.4026 13.0314)"
8841,3615,3614,1,13000,8.077823,1,600,585.0001463,363.5021259,0,1,,2,4,1,0,-1,1.333333,"LINESTRING (24.4026 13.0992, 24.3994 13.0917)"
8842,3616,3617,1,32000,19.883872,1,900,1920,1193.03232,0,1,,2,4,1,0,-1,1,"LINESTRING (24.4237 13.1824, 24.4206 13.1619)"
8843,3617,3609,1,152000,94.448392,1,900,2280,1416.72588,0,1,,2,4,1,0,-1,4,"LINESTRING (24.4206 13.1619, 24.4361 13.2564)"
8844,3617,3613,1,58000,36.039518,1,900,549.4737131,341.4270306,0,1,,2,4,1,0,-1,6.333333,"LINESTRING (24.4206 13.1619, 24.4112 13.1271)"
8845,3618,7897,1,191000,118.681861,1,900,687.5999862,427.2546911,0,1,,2,4,1,0,-1,16.666667,"LINESTRING (23.5687 13.8473, 23.6265 13.9523)"
8846,3619,299,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (23.281 13.7193, 23.2574 13.641)"
8847,3619,7750,1,408000,253.519368,1,2400,1748.571429,1086.511577,0,1,,2,4,1,0,-1,14,"LINESTRING (23.281 13.7193, 23.0436 13.6491)"
8848,3620,302,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (23.6364 13.5372, 23.5718 13.5093)"
8849,3620,9805,1,69000,42.874599,1,2400,620.999969,385.8713717,0,1,,2,4,1,0,-1,6.666667,"LINESTRING (23.6364 13.5372, 23.67 13.5111)"
8850,3621,299,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (23.4581 13.641, 23.2574 13.641)"
8851,3621,3619,1,311000,193.246381,1,2400,2153.07684,1337.859509,0,1,,2,4,1,0,-1,8.666667,"LINESTRING (23.4581 13.641, 23.281 13.7193)"
8852,3621,3620,1,330000,205.05243,1,2400,1349.999969,838.8508309,0,1,,2,4,1,0,-1,14.666667,"LINESTRING (23.4581 13.641, 23.6364 13.5372)"
8853,3621,7871,1,191000,118.681861,1,900,1910,1186.81861,0,1,,2,4,1,0,-1,6,"LINESTRING (23.4581 13.641, 23.5134 13.7466)"
8854,3622,3618,1,74000,45.981454,1,900,1664.999792,1034.582586,0,1,,2,4,1,0,-1,2.666667,"LINESTRING (23.5469 13.8063, 23.5687 13.8473)"
8855,3622,7872,1,197000,122.410087,1,900,1182,734.460522,0,1,,2,4,1,0,-1,10,"LINESTRING (23.5469 13.8063, 23.4885 13.6982)"
8856,3623,299,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (23.3357 13.7025, 23.2574 13.641)"
8857,3623,3621,1,220000,136.70162,1,2400,1650,1025.26215,0,1,,2,4,1,0,-1,8,"LINESTRING (23.3357 13.7025, 23.4581 13.641)"
