node_id,zone_id,x_coord,y_coord,geometry
1606,,23.2847,28.27,POINT (23.2847 28.27)
1607,,23.2828,28.4458,POINT (23.2828 28.4458)
1608,,21.6872,28.3054,POINT (21.6872 28.3054)
1609,,21.8257,28.2433,POINT (21.8257 28.2433)
1610,,22.4502,28.0283,POINT (22.4502 28.0283)
1611,,21.9966,27.6753,POINT (21.9966 27.6753)
1612,,22.3526,29.3251,POINT (22.3526 29.3251)
1613,,22.4322,29.2698,POINT (22.4322 29.2698)
1614,,22.0426,28.1619,POINT (22.0426 28.1619)
1615,,21.9537,28.1954,POINT (21.9537 28.1954)
1616,,21.9556,28.1942,POINT (21.9556 28.1942)
1617,,22.997,27.8499,POINT (22.997 27.8499)
1618,,22.9032,27.8804,POINT (22.9032 27.8804)
1619,,23.0542,27.8263,POINT (23.0542 27.8263)
1620,,22.9796,28.8044,POINT (22.9796 28.8044)
1621,,22.9237,28.8808,POINT (22.9237 28.8808)
1622,,23.0119,25.5446,POINT (23.0119 25.5446)
1623,,23.0355,25.4508,POINT (23.0355 25.4508)
1624,,23.0175,25.5173,POINT (23.0175 25.5173)
1625,,23.0411,25.4266,POINT (23.0411 25.4266)
1626,,25.1258,25.9367,POINT (25.1258 25.9367)
1627,,25.1973,26.0392,POINT (25.1973 26.0392)
1628,,25.0053,25.8677,POINT (25.0053 25.8677)
1629,,24.7139,25.5645,POINT (24.7139 25.5645)
1630,,21.8717,27.876,POINT (21.8717 27.876)
1631,,20.258,27.1353,POINT (20.258 27.1353)
1632,,21.9898,27.6759,POINT (21.9898 27.6759)
1633,,21.9519,27.694,POINT (21.9519 27.694)
1634,,23.1822,25.8777,POINT (23.1822 25.8777)
1635,,23.1915,25.8951,POINT (23.1915 25.8951)
1636,,23.7601,25.2252,POINT (23.7601 25.2252)
1637,,25.6049,26.4139,POINT (25.6049 26.4139)
1638,,25.7683,26.1213,POINT (25.7683 26.1213)
1639,,25.6925,26.2977,POINT (25.6925 26.2977)
1640,,25.544,25.9989,POINT (25.544 25.9989)
1641,,25.6677,25.9796,POINT (25.6677 25.9796)
1642,,22.8939,25.8249,POINT (22.8939 25.8249)
1643,,22.8311,25.9541,POINT (22.8311 25.9541)
1644,,25.795,28.6478,POINT (25.795 28.6478)
1645,,25.8379,28.485,POINT (25.8379 28.485)
1646,,25.5403,28.9771,POINT (25.5403 28.9771)
1647,,25.6882,28.9721,POINT (25.6882 28.9721)
1648,,26.2238,27.9748,POINT (26.2238 27.9748)
1649,,26.1834,27.9736,POINT (26.1834 27.9736)
1650,,23.02,28.7416,POINT (23.02 28.7416)
1651,,23.1685,28.5496,POINT (23.1685 28.5496)
1652,,23.0952,28.6378,POINT (23.0952 28.6378)
1653,,25.7037,25.9734,POINT (25.7037 25.9734)
1654,,25.7397,25.9665,POINT (25.7397 25.9665)
1655,,25.7839,25.9566,POINT (25.7839 25.9566)
1656,,25.8559,25.9293,POINT (25.8559 25.9293)
1657,,25.9249,25.869,POINT (25.9249 25.869)
1658,,31.1239,28.8938,POINT (31.1239 28.8938)
1659,,32.7625,27.3112,POINT (32.7625 27.3112)
1660,,32.5245,26.9999,POINT (32.5245 26.9999)
1661,,32.3878,26.9079,POINT (32.3878 26.9079)
1662,,32.4568,26.9551,POINT (32.4568 26.9551)
1663,,32.5077,24.4666,POINT (32.5077 24.4666)
1664,,32.4953,24.4498,POINT (32.4953 24.4498)
1665,,32.5867,24.5859,POINT (32.5867 24.5859)
1666,,32.0498,23.2791,POINT (32.0498 23.2791)
1667,,31.8789,23.6818,POINT (31.8789 23.6818)
1668,,31.9622,23.7035,POINT (31.9622 23.7035)
1669,,34.2035,21.8897,POINT (34.2035 21.8897)
1670,,34.8963,20.9577,POINT (34.8963 20.9577)
1671,,35.4897,19.9659,POINT (35.4897 19.9659)
1672,,35.4773,19.9684,POINT (35.4773 19.9684)
1673,,34.1252,21.4293,POINT (34.1252 21.4293)
1674,,37.3408,19.751,POINT (37.3408 19.751)
1675,,37.3296,19.792,POINT (37.3296 19.792)
1676,,37.2886,19.7814,POINT (37.2886 19.7814)
1677,,37.7291,17.3419,POINT (37.7291 17.3419)
1678,,37.5937,17.473,POINT (37.5937 17.473)
1679,,37.352,17.212,POINT (37.352 17.212)
1680,,37.598,17.5333,POINT (37.598 17.5333)
1681,,37.5632,17.6408,POINT (37.5632 17.6408)
1682,,36.6778,19.1488,POINT (36.6778 19.1488)
1683,,36.5858,18.9904,POINT (36.5858 18.9904)
1684,,37.0804,19.2147,POINT (37.0804 19.2147)
1685,,37.091,19.1706,POINT (37.091 19.1706)
1686,,37.155,18.9165,POINT (37.155 18.9165)
1687,,37.1463,18.9519,POINT (37.1463 18.9519)
1688,,37.0375,19.3899,POINT (37.0375 19.3899)
1689,,37.1177,19.0625,POINT (37.1177 19.0625)
1690,,37.0667,19.27,POINT (37.0667 19.27)
1691,,37.4737,17.9129,POINT (37.4737 17.9129)
1692,,37.3737,18.1739,POINT (37.3737 18.1739)
1693,,37.4352,18.0179,POINT (37.4352 18.0179)
1694,,39.6858,18.3634,POINT (39.6858 18.3634)
1695,,39.4441,18.5567,POINT (39.4441 18.5567)
1696,,39.5181,18.4976,POINT (39.5181 18.4976)
1697,,39.2757,18.7046,POINT (39.2757 18.7046)
1698,,39.9083,17.6383,POINT (39.9083 17.6383)
1699,,39.8971,17.5022,POINT (39.8971 17.5022)
1700,,35.806,17.7029,POINT (35.806 17.7029)
1701,,42.1135,13.339,POINT (42.1135 13.339)
1702,,42.1111,13.2744,POINT (42.1111 13.2744)
1703,,39.3037,7.89019,POINT (39.3037 7.89019)
1704,,39.5572,7.9486,POINT (39.5572 7.9486)
1705,,39.5286,7.94798,POINT (39.5286 7.94798)
1706,,38.952,14.7955,POINT (38.952 14.7955)
1707,,39.2819,16.874,POINT (39.2819 16.874)
1708,,39.5647,16.3974,POINT (39.5647 16.3974)
1709,,39.5572,16.352,POINT (39.5572 16.352)
1710,,39.8163,14.1151,POINT (39.8163 14.1151)
1711,,39.8045,14.1735,POINT (39.8045 14.1735)
1712,,40.6173,16.9063,POINT (40.6173 16.9063)
1713,,41.6059,16.7876,POINT (41.6059 16.7876)
1714,,39.7051,16.8808,POINT (39.7051 16.8808)
1715,,39.5466,16.3266,POINT (39.5466 16.3266)
1716,,41.6077,16.7976,POINT (41.6077 16.7976)
1717,,41.7072,16.7684,POINT (41.7072 16.7684)
1718,,42.3142,14.227,POINT (42.3142 14.227)
1719,,42.2415,14.2033,POINT (42.2415 14.2033)
1720,,42.1017,14.1238,POINT (42.1017 14.1238)
1721,,41.9818,12.2286,POINT (41.9818 12.2286)
1722,,41.8824,11.7968,POINT (41.8824 11.7968)
1723,,41.8538,11.826,POINT (41.8538 11.826)
1724,,41.8936,11.8191,POINT (41.8936 11.8191)
1725,,41.8675,11.8235,POINT (41.8675 11.8235)
1726,,40.2283,15.0515,POINT (40.2283 15.0515)
1727,,40.1978,15.0074,POINT (40.1978 15.0074)
1728,,40.2575,15.0111,POINT (40.2575 15.0111)
1729,,41.9675,11.9434,POINT (41.9675 11.9434)
1730,,41.9625,11.898,POINT (41.9625 11.898)
1731,,41.7823,11.8496,POINT (41.7823 11.8496)
1732,,41.9321,10.6429,POINT (41.9321 10.6429)
1733,,41.8985,10.513,POINT (41.8985 10.513)
1734,,41.8159,10.2017,POINT (41.8159 10.2017)
1735,,41.9669,10.7678,POINT (41.9669 10.7678)
1736,,41.9781,11.5793,POINT (41.9781 11.5793)
1737,,41.9507,11.6744,POINT (41.9507 11.6744)
1738,,41.8793,15.0478,POINT (41.8793 15.0478)
1739,,41.8582,15.0416,POINT (41.8582 15.0416)
1740,,41.9209,15.0608,POINT (41.9209 15.0608)
1741,,42.0222,16.6969,POINT (42.0222 16.6969)
1742,,41.9632,16.71,POINT (41.9632 16.71)
1743,,41.9122,16.7814,POINT (41.9122 16.7814)
1744,,41.7786,16.8398,POINT (41.7786 16.8398)
1745,,42.8486,14.8347,POINT (42.8486 14.8347)
1746,,42.9033,14.8353,POINT (42.9033 14.8353)
1747,,42.8548,14.8645,POINT (42.8548 14.8645)
1748,,42.8555,14.8726,POINT (42.8555 14.8726)
1749,,42.8834,14.8955,POINT (42.8834 14.8955)
1750,,42.9045,14.8427,POINT (42.9045 14.8427)
1751,,42.7604,14.8527,POINT (42.7604 14.8527)
1752,,42.6976,14.5252,POINT (42.6976 14.5252)
1753,,42.7225,14.8017,POINT (42.7225 14.8017)
1754,,42.8275,14.9738,POINT (42.8275 14.9738)
1755,,42.6908,14.483,POINT (42.6908 14.483)
1756,,38.1044,20.1051,POINT (38.1044 20.1051)
1757,,38.9594,18.9071,POINT (38.9594 18.9071)
1758,,39.0539,18.8879,POINT (39.0539 18.8879)
1759,,38.3493,20.2207,POINT (38.3493 20.2207)
1760,,38.5245,20.3089,POINT (38.5245 20.3089)
1761,,38.8625,20.258,POINT (38.8625 20.258)
1762,,38.5189,20.3854,POINT (38.5189 20.3854)
1763,,38.6121,20.3562,POINT (38.6121 20.3562)
1764,,38.5127,20.4705,POINT (38.5127 20.4705)
1765,,38.4717,19.0177,POINT (38.4717 19.0177)
1766,,38.4133,19.0637,POINT (38.4133 19.0637)
1767,,38.4232,20.4693,POINT (38.4232 20.4693)
1768,,4.67024,8.01447,POINT (4.67024 8.01447)
1769,,3.87426,8.43079,POINT (3.87426 8.43079)
1770,,3.73818,8.51281,POINT (3.73818 8.51281)
1771,,3.9482,8.38605,POINT (3.9482 8.38605)
1772,,3.88234,8.42644,POINT (3.88234 8.42644)
1773,,4.61121,7.97967,POINT (4.61121 7.97967)
1774,,4.6429,7.96041,POINT (4.6429 7.96041)
1775,,4.58635,7.9486,POINT (4.58635 7.9486)
1776,,4.80259,7.86099,POINT (4.80259 7.86099)
1777,,4.82434,7.91132,POINT (4.82434 7.91132)
1778,,5.78809,9.99975,POINT (5.78809 9.99975)
1779,,5.8583,9.9867,POINT (5.8583 9.9867)
1780,,5.85457,10.0569,POINT (5.85457 10.0569)
1781,,5.80051,10.1041,POINT (5.80051 10.1041)
1782,,3.5033,8.95087,POINT (3.5033 8.95087)
1783,,3.39829,8.95212,POINT (3.39829 8.95212)
1784,,3.36349,8.89557,POINT (3.36349 8.89557)
1785,,3.37592,8.75452,POINT (3.37592 8.75452)
1786,,3.35914,8.90116,POINT (3.35914 8.90116)
1787,,3.49771,8.95647,POINT (3.49771 8.95647)
1788,,3.37902,8.73339,POINT (3.37902 8.73339)
1789,,3.35603,8.74769,POINT (3.35603 8.74769)
1790,,3.10749,8.90241,POINT (3.10749 8.90241)
1791,,5.83842,7.26447,POINT (5.83842 7.26447)
1792,,5.73527,7.37197,POINT (5.73527 7.37197)
1793,,6.64123,7.30113,POINT (6.64123 7.30113)
1794,,5.8465,7.3235,POINT (5.8465 7.3235)
1795,,5.9919,7.2595,POINT (5.9919 7.2595)
1796,,6.52317,7.2887,POINT (6.52317 7.2887)
1797,,6.40573,6.91961,POINT (6.40573 6.91961)
1798,,6.45668,7.28187,POINT (6.45668 7.28187)
1799,,6.36969,7.29305,POINT (6.36969 7.29305)
1800,,6.38585,6.59711,POINT (6.38585 6.59711)
1801,,6.37839,6.39703,POINT (6.37839 6.39703)
1802,,6.45482,7.98899,POINT (6.45482 7.98899)
1803,,6.34111,8.24375,POINT (6.34111 8.24375)
1804,,6.40014,6.86928,POINT (6.40014 6.86928)
1805,,6.16899,5.83283,POINT (6.16899 5.83283)
1806,,6.12922,5.7477,POINT (6.12922 5.7477)
1807,,6.03042,5.55383,POINT (6.03042 5.55383)
1808,,6.29575,8.40717,POINT (6.29575 8.40717)
1809,,6.84877,7.40428,POINT (6.84877 7.40428)
1810,,6.89848,7.42913,POINT (6.89848 7.42913)
1811,,6.63875,8.39475,POINT (6.63875 8.39475)
1812,,6.87673,8.40717,POINT (6.87673 8.40717)
1813,,6.78725,8.14495,POINT (6.78725 8.14495)
1814,,6.97615,8.30713,POINT (6.97615 8.30713)
1815,,6.71455,8.26488,POINT (6.71455 8.26488)
1816,,6.82267,8.37424,POINT (6.82267 8.37424)
1817,,7.06936,8.20523,POINT (7.06936 8.20523)
1818,,6.83075,7.2769,POINT (6.83075 7.2769)
1819,,6.43369,8.59172,POINT (6.43369 8.59172)
1820,,6.17893,8.71165,POINT (6.17893 8.71165)
1821,,8.62093,6.67168,POINT (8.62093 6.67168)
1822,,8.62465,6.63937,POINT (8.62465 6.63937)
1823,,8.50597,6.87425,POINT (8.50597 6.87425)
1824,,7.30175,7.72863,POINT (7.30175 7.72863)
1825,,7.42603,7.69943,POINT (7.42603 7.69943)
1826,,7.48257,7.5503,POINT (7.48257 7.5503)
1827,,7.48506,7.72118,POINT (7.48506 7.72118)
1828,,5.07413,3.07269,POINT (5.07413 3.07269)
1829,,5.01199,3.1311,POINT (5.01199 3.1311)
1830,,7.29429,3.15657,POINT (7.29429 3.15657)
1831,,7.15262,4.05819,POINT (7.15262 4.05819)
1832,,7.55341,3.34671,POINT (7.55341 3.34671)
1833,,7.48319,2.46747,POINT (7.48319 2.46747)
1834,,6.91339,3.55052,POINT (6.91339 3.55052)
1835,,9.10684,5.01696,POINT (9.10684 5.01696)
1836,,9.1435,5.10209,POINT (9.1435 5.10209)
1837,,10.1501,5.72222,POINT (10.1501 5.72222)
1838,,10.1874,5.73092,POINT (10.1874 5.73092)
1839,,10.042,5.71228,POINT (10.042 5.71228)
1840,,10.2993,5.79616,POINT (10.2993 5.79616)
1841,,9.64122,5.71104,POINT (9.64122 5.71104)
1842,,10.1713,11.0853,POINT (10.1713 11.0853)
1843,,10.1949,11.3009,POINT (10.1949 11.3009)
1844,,10.2638,11.2568,POINT (10.2638 11.2568)
1845,,10.1315,11.0101,POINT (10.1315 11.0101)
1846,,9.02357,9.61823,POINT (9.02357 9.61823)
1847,,9.35974,9.30754,POINT (9.35974 9.30754)
1848,,9.39453,8.79926,POINT (9.39453 8.79926)
1849,,9.22304,8.7887,POINT (9.22304 8.7887)
1850,,9.24106,8.79802,POINT (9.24106 8.79802)
1851,,9.02668,10.7964,POINT (9.02668 10.7964)
1852,,9.07701,10.8398,POINT (9.07701 10.8398)
1853,,9.21931,8.81231,POINT (9.21931 8.81231)
1854,,9.18637,8.77005,POINT (9.18637 8.77005)
1855,,8.60477,2.57932,POINT (8.60477 2.57932)
1856,,8.03683,3.53996,POINT (8.03683 3.53996)
1857,,9.07639,3.49584,POINT (9.07639 3.49584)
1858,,9.08571,2.68682,POINT (9.08571 2.68682)
1859,,8.22698,3.73134,POINT (8.22698 3.73134)
1860,,8.629,2.59112,POINT (8.629 2.59112)
1861,,9.09628,2.68992,POINT (9.09628 2.68992)
1862,,9.14909,3.27836,POINT (9.14909 3.27836)
1863,,9.17022,3.27339,POINT (9.17022 3.27339)
1864,,9.02047,3.90284,POINT (9.02047 3.90284)
1865,,8.83095,4.43349,POINT (8.83095 4.43349)
1866,,9.09503,2.9888,POINT (9.09503 2.9888)
1867,,9.05961,2.69303,POINT (9.05961 2.69303)
1868,,5.9136,5.36742,POINT (5.9136 5.36742)
1869,,5.5762,4.66899,POINT (5.5762 4.66899)
1870,,6.15594,4.02774,POINT (6.15594 4.02774)
1871,,5.99935,4.1079,POINT (5.99935 4.1079)
1872,,8.77689,6.79347,POINT (8.77689 6.79347)
1873,,8.71102,6.63067,POINT (8.71102 6.63067)
1874,,8.68244,6.50515,POINT (8.68244 6.50515)
1875,,9.53745,5.81046,POINT (9.53745 5.81046)
1876,,8.85705,6.37963,POINT (8.85705 6.37963)
1877,,9.38646,6.12301,POINT (9.38646 6.12301)
1878,,4.97782,3.03976,POINT (4.97782 3.03976)
1879,,5.98941,0.36226,POINT (5.98941 0.36226)
1880,,6.41754,0.268433,POINT (6.41754 0.268433)
1881,,6.42934,0.28956,POINT (6.42934 0.28956)
1882,,6.44053,0.272161,POINT (6.44053 0.272161)
1883,,10.6777,10.7193,POINT (10.6777 10.7193)
1884,,11.2282,10.4316,POINT (11.2282 10.4316)
1885,,11.2444,10.9424,POINT (11.2444 10.9424)
1886,,11.3401,11.0275,POINT (11.3401 11.0275)
1887,,12.0944,12.8419,POINT (12.0944 12.8419)
1888,,10.1128,9.7394,POINT (10.1128 9.7394)
1889,,10.0843,9.73753,POINT (10.0843 9.73753)
1890,,11.4749,8.92975,POINT (11.4749 8.92975)
1891,,11.478,10.257,POINT (11.478 10.257)
1892,,11.4034,10.3316,POINT (11.4034 10.3316)
1893,,11.5022,10.3278,POINT (11.5022 10.3278)
1894,,11.4954,10.2421,POINT (11.4954 10.2421)
1895,,11.7036,11.9726,POINT (11.7036 11.9726)
1896,,11.0418,11.8962,POINT (11.0418 11.8962)
1897,,11.1654,11.9652,POINT (11.1654 11.9652)
1898,,11.6837,11.9763,POINT (11.6837 11.9763)
1899,,9.09068,8.53766,POINT (9.09068 8.53766)
1900,,11.7284,8.97076,POINT (11.7284 8.97076)
1901,,11.6619,8.94528,POINT (11.6619 8.94528)
1902,,11.7539,8.92975,POINT (11.7539 8.92975)
1903,,11.8614,9.03165,POINT (11.8614 9.03165)
1904,,11.8545,9.03662,POINT (11.8545 9.03662)
1905,,11.3034,8.93783,POINT (11.3034 8.93783)
1906,,11.1729,8.94901,POINT (11.1729 8.94901)
1907,,10.9157,8.97014,POINT (10.9157 8.97014)
1908,,11.3543,8.9341,POINT (11.3543 8.9341)
1909,,11.3686,8.84027,POINT (11.3686 8.84027)
1910,,10.7671,9.78662,POINT (10.7671 9.78662)
1911,,11.1549,9.67726,POINT (11.1549 9.67726)
1912,,10.7821,8.3469,POINT (10.7821 8.3469)
1913,,10.7,8.56127,POINT (10.7 8.56127)
1914,,11.396,3.10127,POINT (11.396 3.10127)
1915,,11.355,3.08947,POINT (11.355 3.08947)
1916,,11.4991,3.14042,POINT (11.4991 3.14042)
1917,,11.4867,3.13669,POINT (11.4867 3.13669)
1918,,11.2599,3.18143,POINT (11.2599 3.18143)
1919,,11.1686,3.23052,POINT (11.1686 3.23052)
1920,,9.94321,5.75205,POINT (9.94321 5.75205)
1921,,9.83136,5.73341,POINT (9.83136 5.73341)
1922,,9.28828,6.52441,POINT (9.28828 6.52441)
1923,,9.10684,6.78166,POINT (9.10684 6.78166)
1924,,8.5358,6.36286,POINT (8.5358 6.36286)
1925,,7.99893,6.6723,POINT (7.99893 6.6723)
1926,,7.98961,5.76075,POINT (7.98961 5.76075)
1927,,7.74168,6.84131,POINT (7.74168 6.84131)
1928,,12.2367,5.46497,POINT (12.2367 5.46497)
1929,,12.3187,5.28105,POINT (12.3187 5.28105)
1930,,12.1696,5.60665,POINT (12.1696 5.60665)
1931,,11.7328,3.58594,POINT (11.7328 3.58594)
1932,,11.6557,3.71705,POINT (11.6557 3.71705)
1933,,11.6228,3.59713,POINT (11.6228 3.59713)
1934,,11.5414,3.2939,POINT (11.5414 3.2939)
1935,,11.6694,10.2843,POINT (11.6694 10.2843)
1936,,11.0648,9.72448,POINT (11.0648 9.72448)
1937,,12.6735,10.3887,POINT (12.6735 10.3887)
1938,,12.6797,10.3316,POINT (12.6797 10.3316)
1939,,11.7564,10.2601,POINT (11.7564 10.2601)
1940,,12.5287,10.5577,POINT (12.5287 10.5577)
1941,,10.7758,9.66794,POINT (10.7758 9.66794)
1942,,12.489,10.9076,POINT (12.489 10.9076)
1943,,12.5424,10.2601,POINT (12.5424 10.2601)
1944,,12.5517,10.2334,POINT (12.5517 10.2334)
1945,,12.5374,10.2284,POINT (12.5374 10.2284)
1946,,12.676,10.2253,POINT (12.676 10.2253)
1947,,12.6381,10.0321,POINT (12.6381 10.0321)
1948,,12.8444,10.0538,POINT (12.8444 10.0538)
1949,,12.502,10.0464,POINT (12.502 10.0464)
1950,,12.5896,10.1278,POINT (12.5896 10.1278)
1951,,12.5859,10.1371,POINT (12.5859 10.1371)
1952,,13.7901,10.2626,POINT (13.7901 10.2626)
1953,,13.7292,10.2278,POINT (13.7292 10.2278)
1954,,13.6155,10.1408,POINT (13.6155 10.1408)
1955,,13.5024,10.0495,POINT (13.5024 10.0495)
1956,,13.6627,10.1681,POINT (13.6627 10.1681)
1957,,11.634,8.82163,POINT (11.634 8.82163)
1958,,11.6949,8.87817,POINT (11.6949 8.87817)
1959,,11.4053,8.60291,POINT (11.4053 8.60291)
1960,,11.1412,8.30216,POINT (11.1412 8.30216)
1961,,11.4879,8.68679,POINT (11.4879 8.68679)
1962,,13.5677,8.75017,POINT (13.5677 8.75017)
1963,,13.431,8.68493,POINT (13.431 8.68493)
1964,,13.3657,8.82846,POINT (13.3657 8.82846)
1965,,13.3092,8.66629,POINT (13.3092 8.66629)
1966,,13.81,8.56562,POINT (13.81 8.56562)
1967,,13.4937,9.31127,POINT (13.4937 9.31127)
1968,,13.4639,9.31438,POINT (13.4639 9.31438)
1969,,13.4589,9.33923,POINT (13.4589 9.33923)
1970,,13.4937,9.34607,POINT (13.4937 9.34607)
1971,,13.7106,9.01674,POINT (13.7106 9.01674)
1972,,13.5845,9.21993,POINT (13.5845 9.21993)
1973,,13.5254,9.26591,POINT (13.5254 9.26591)
1974,,13.659,9.17581,POINT (13.659 9.17581)
1975,,13.4645,9.09503,POINT (13.4645 9.09503)
1976,,13.3148,8.92788,POINT (13.3148 8.92788)
1977,,13.2352,8.87445,POINT (13.2352 8.87445)
1978,,13.1893,8.86947,POINT (13.1893 8.86947)
1979,,12.8904,8.90179,POINT (12.8904 8.90179)
1980,,12.9817,9.81583,POINT (12.9817 9.81583)
1981,,13.0128,9.66607,POINT (13.0128 9.66607)
1982,,12.8139,9.41815,POINT (12.8139 9.41815)
1983,,12.9463,9.29201,POINT (12.9463 9.29201)
1984,,12.9854,9.7425,POINT (12.9854 9.7425)
1985,,13.0004,9.3237,POINT (13.0004 9.3237)
1986,,12.983,9.29698,POINT (12.983 9.29698)
1987,,12.991,9.33053,POINT (12.991 9.33053)
1988,,12.9991,9.76239,POINT (12.9991 9.76239)
1989,,12.0546,11.8962,POINT (12.0546 11.8962)
1990,,11.8564,10.9107,POINT (11.8564 10.9107)
1991,,12.3299,11.9204,POINT (12.3299 11.9204)
1992,,11.9925,11.642,POINT (11.9925 11.642)
1993,,12.3386,11.9036,POINT (12.3386 11.9036)
1994,,11.9285,11.0275,POINT (11.9285 11.0275)
1995,,12.7301,9.65924,POINT (12.7301 9.65924)
1996,,12.9159,9.71951,POINT (12.9159 9.71951)
1997,,12.1454,12.3492,POINT (12.1454 12.3492)
1998,,12.6524,10.0072,POINT (12.6524 10.0072)
1999,,12.7841,10.0439,POINT (12.7841 10.0439)
2000,,12.8208,9.68844,POINT (12.8208 9.68844)
2001,,12.5486,9.97179,POINT (12.5486 9.97179)
2002,,12.5014,10.0445,POINT (12.5014 10.0445)
2003,,12.4716,9.89722,POINT (12.4716 9.89722)
2004,,12.4852,9.97365,POINT (12.4852 9.97365)
2005,,12.4188,9.60829,POINT (12.4188 9.60829)
2006,,12.4417,9.7307,POINT (12.4417 9.7307)
2007,,12.6387,9.78351,POINT (12.6387 9.78351)
2008,,12.7381,9.23173,POINT (12.7381 9.23173)
2009,,12.8394,9.25783,POINT (12.8394 9.25783)
2010,,12.7375,9.24168,POINT (12.7375 9.24168)
2011,,12.8394,9.26342,POINT (12.8394 9.26342)
2012,,12.7698,9.24851,POINT (12.7698 9.24851)
2013,,12.7276,9.036,POINT (12.7276 9.036)
2014,,12.6915,9.39143,POINT (12.6915 9.39143)
2015,,14.0604,9.2628,POINT (14.0604 9.2628)
2016,,14.1101,9.32991,POINT (14.1101 9.32991)
2017,,13.9914,10.3471,POINT (13.9914 10.3471)
2018,,14.3618,11.4656,POINT (14.3618 11.4656)
2019,,14.2388,11.3922,POINT (14.2388 11.3922)
2020,,14.2214,8.80361,POINT (14.2214 8.80361)
2021,,14.2754,8.85643,POINT (14.2754 8.85643)
2022,,14.437,8.84648,POINT (14.437 8.84648)
2023,,14.7172,8.93783,POINT (14.7172 8.93783)
2024,,14.5849,8.908,POINT (14.5849 8.908)
2025,,14.4301,8.8819,POINT (14.4301 8.8819)
2026,,14.5973,8.87134,POINT (14.5973 8.87134)
2027,,14.724,8.85643,POINT (14.724 8.85643)
2028,,12.6356,8.4662,POINT (12.6356 8.4662)
2029,,12.6487,8.30962,POINT (12.6487 8.30962)
2030,,12.7779,8.38294,POINT (12.7779 8.38294)
2031,,12.7096,9.03165,POINT (12.7096 9.03165)
2032,,14.3289,9.52813,POINT (14.3289 9.52813)
2033,,14.2475,9.34482,POINT (14.2475 9.34482)
2034,,14.3425,9.53621,POINT (14.3425 9.53621)
2035,,14.4382,9.19942,POINT (14.4382 9.19942)
2036,,14.2381,9.31686,POINT (14.2381 9.31686)
2037,,13.7684,7.81066,POINT (13.7684 7.81066)
2038,,13.8411,8.53953,POINT (13.8411 8.53953)
2039,,13.2613,8.41898,POINT (13.2613 8.41898)
2040,,13.7038,7.88522,POINT (13.7038 7.88522)
2041,,13.3197,8.3469,POINT (13.3197 8.3469)
2042,,14.0331,7.01654,POINT (14.0331 7.01654)
2043,,13.9977,7.09794,POINT (13.9977 7.09794)
2044,,14.2456,6.91091,POINT (14.2456 6.91091)
2045,,13.5323,9.23671,POINT (13.5323 9.23671)
2046,,13.5155,9.16525,POINT (13.5155 9.16525)
2047,,13.4869,9.1348,POINT (13.4869 9.1348)
2048,,12.9413,8.74644,POINT (12.9413 8.74644)
2049,,13.5577,9.21558,POINT (13.5577 9.21558)
2050,,14.0231,7.40614,POINT (14.0231 7.40614)
2051,,14.1629,7.43472,POINT (14.1629 7.43472)
2052,,14.1263,7.46828,POINT (14.1263 7.46828)
2053,,14.0163,7.56273,POINT (14.0163 7.56273)
2054,,14.0325,7.64537,POINT (14.0325 7.64537)
2055,,13.8765,8.03249,POINT (13.8765 8.03249)
2056,,14.0492,7.84794,POINT (14.0492 7.84794)
2057,,13.9902,8.17354,POINT (13.9902 8.17354)
2058,,14.0635,7.71248,POINT (14.0635 7.71248)
2059,,14.0523,7.9834,POINT (14.0523 7.9834)
2060,,13.9424,7.57888,POINT (13.9424 7.57888)
2061,,13.9069,7.65531,POINT (13.9069 7.65531)
2062,,14.0169,8.08592,POINT (14.0169 8.08592)
2063,,14.0182,8.13812,POINT (14.0182 8.13812)
2064,,13.9846,7.59007,POINT (13.9846 7.59007)
2065,,14.0511,7.91132,POINT (14.0511 7.91132)
2066,,14.7284,12.9606,POINT (14.7284 12.9606)
2067,,12.4088,3.4511,POINT (12.4088 3.4511)
2068,,12.4107,5.07351,POINT (12.4107 5.07351)
2069,,12.246,3.51013,POINT (12.246 3.51013)
2070,,12.1702,3.5381,POINT (12.1702 3.5381)
2071,,11.721,3.96498,POINT (11.721 3.96498)
2072,,13.1079,4.27567,POINT (13.1079 4.27567)
2073,,13.0855,4.2738,POINT (13.0855 4.2738)
2074,,13.1433,4.518,POINT (13.1433 4.518)
2075,,12.9668,4.44592,POINT (12.9668 4.44592)
2076,,12.5784,8.39785,POINT (12.5784 8.39785)
2077,,12.512,8.25245,POINT (12.512 8.25245)
2078,,12.553,4.78706,POINT (12.553 4.78706)
2079,,12.5474,4.76531,POINT (12.5474 4.76531)
2080,,12.5132,4.84236,POINT (12.5132 4.84236)
2081,,12.4797,4.91754,POINT (12.4797 4.91754)
2082,,12.507,8.12631,POINT (12.507 8.12631)
2083,,13.0196,9.79346,POINT (13.0196 9.79346)
2084,,13.2197,9.69528,POINT (13.2197 9.69528)
2085,,13.042,9.40758,POINT (13.042 9.40758)
2086,,13.1725,9.60829,POINT (13.1725 9.60829)
2087,,13.1905,9.57349,POINT (13.1905 9.57349)
2088,,13.119,9.61885,POINT (13.119 9.61885)
2089,,13.2638,9.75307,POINT (13.2638 9.75307)
2090,,13.257,9.75866,POINT (13.257 9.75866)
2091,,13.2539,9.73691,POINT (13.2539 9.73691)
